_unit_id,sidewalk_ok,sidewalk_ok_confidence,address,lat,long,sidewalk_ok_gold,sidewalk_ok_gold_reason,street,city,state_zip,country,state,zip
752059865,yes,1,"2080-2084 East Cienega Avenue, Covina, CA 91724, USA",34.10303796,-117.8475615,"","",2080-2084 East Cienega Avenue,Covina,CA 91724,USA,CA,91724
752059866,"","","5292-5426 East Lake Nokomis Parkway, Minneapolis, MN 55417, USA",44.90646857,-93.23834795,"","",5292-5426 East Lake Nokomis Parkway,Minneapolis,MN 55417,USA,MN,55417
752059867,yes,1,"5437 25th Avenue South, Minneapolis, MN 55417, USA",44.90417566,-93.23577748,"","",5437 25th Avenue South,Minneapolis,MN 55417,USA,MN,55417
752059868,"","","16246 Southeast Stark Street, Portland, OR 97233, USA",45.51889581,-122.4952756,"","",16246 Southeast Stark Street,Portland,OR 97233,USA,OR,97233
752059869,"","","477 Southeast 162nd Avenue, Portland, OR 97233, USA",45.51952472,-122.4970304,"","",477 Southeast 162nd Avenue,Portland,OR 97233,USA,OR,97233
752059870,"","","4400-4460 Battle Creek Road Southeast, Salem, OR 97302, USA",44.89097034,-123.0211101,"","",4400-4460 Battle Creek Road Southeast,Salem,OR 97302,USA,OR,97302
752059871,yes,1,"1943 Arithmetic Drive Southeast, Salem, OR 97302, USA",44.88806158,-123.0196693,"","",1943 Arithmetic Drive Southeast,Salem,OR 97302,USA,OR,97302
752059872,yes,1,"1163 Martin Court South, Salem, OR 97306, USA",44.88058381,-123.0634611,"","",1163 Martin Court South,Salem,OR 97306,USA,OR,97306
752059873,"","","4345 27th Avenue Southeast, Salem, OR 97302, USA",44.8906342,-123.0065883,"","",4345 27th Avenue Southeast,Salem,OR 97302,USA,OR,97302
752059874,"","","Kuebler Boulevard, Salem, OR 97317, USA",44.89933168,-122.9707162,"","",Kuebler Boulevard,Salem,OR 97317,USA,OR,97317
752059875,"","","101-129 North Locust Hill Drive, Lexington, KY 40509, USA",38.00485436,-84.44504662,"","",101-129 North Locust Hill Drive,Lexington,KY 40509,USA,KY,40509
752059876,"","","3520 Creekwood Drive, Lexington, KY 40502, USA",37.99442284,-84.47873198,"","",3520 Creekwood Drive,Lexington,KY 40502,USA,KY,40502
752059877,"","","2004 Millstone Cove, Lexington, KY 40509, USA",38.01228886,-84.40034947,"","",2004 Millstone Cove,Lexington,KY 40509,USA,KY,40509
752059878,"","","183-199 Prosperous Place, Lexington, KY 40509, USA",38.00267473,-84.44145946,"","",183-199 Prosperous Place,Lexington,KY 40509,USA,KY,40509
752059879,yes,1,"660 East Golf Road, Des Plaines, IL 60016, USA",42.05416468,-87.90760335,"","",660 East Golf Road,Des Plaines,IL 60016,USA,IL,60016
752059880,yes,1,"912 South Country Lane, Mount Prospect, IL 60056, USA",42.0484111,-87.93743251,"","",912 South Country Lane,Mount Prospect,IL 60056,USA,IL,60056
752059881,yes,1,"290 North 8th Avenue, Des Plaines, IL 60016, USA",42.05773934,-87.90937863,"","",290 North 8th Avenue,Des Plaines,IL 60016,USA,IL,60016
752059882,yes,1,"1003 West Willow Lane, Mount Prospect, IL 60056, USA",42.04331775,-87.95099238,"","",1003 West Willow Lane,Mount Prospect,IL 60056,USA,IL,60056
752059883,"","","13701-13799 Foster Road, Santa Fe Springs, CA 90670, USA",33.90973685,-118.0391455,"","",13701-13799 Foster Road,Santa Fe Springs,CA 90670,USA,CA,90670
752059884,"","","13335 Orden Drive, Santa Fe Springs, CA 90670, USA",33.91222367,-118.0474509,"","",13335 Orden Drive,Santa Fe Springs,CA 90670,USA,CA,90670
752059885,"","","102 Bloomfield Avenue, Norwalk, CA 90650, USA",33.90273087,-118.0605633,"","",102 Bloomfield Avenue,Norwalk,CA 90650,USA,CA,90650
752059886,no,1,"13924 Placid Drive, Whittier, CA 90604, USA",33.91893263,-118.0344441,"","",13924 Placid Drive,Whittier,CA 90604,USA,CA,90604
752059887,yes,1,"621 Northwest 74th Terrace, Plantation, FL 33317, USA",26.13047927,-80.24809675,"","",621 Northwest 74th Terrace,Plantation,FL 33317,USA,FL,33317
752059888,yes,1,"5710 Northwest 13th Street, Lauderhill, FL 33313, USA",26.13982849,-80.22579215,"","",5710 Northwest 13th Street,Lauderhill,FL 33313,USA,FL,33313
752059889,"","","1395 Northwest 65th Avenue, Plantation, FL 33313, USA",26.14259246,-80.23619972,"","",1395 Northwest 65th Avenue,Plantation,FL 33313,USA,FL,33313
752059890,yes,1,"8040-8120 Cleary Boulevard, Plantation, FL 33324, USA",26.13395195,-80.25837671,"","",8040-8120 Cleary Boulevard,Plantation,FL 33324,USA,FL,33324
752059891,"","","9151 Northwest 2nd Street, Plantation, FL 33324, USA",26.12338457,-80.27071635,"","",9151 Northwest 2nd Street,Plantation,FL 33324,USA,FL,33324
752059892,"","","Dowdle Drive, Midland, TX 79705, USA",32.02161996,-102.0912858,"","",Dowdle Drive,Midland,TX 79705,USA,TX,79705
752059893,no,1,"300 Elm Avenue, Midland, TX 79705, USA",32.01892199,-102.0754929,"","",300 Elm Avenue,Midland,TX 79705,USA,TX,79705
752059894,no,1,"1710 Cessna Drive, Midland, TX 79705, USA",32.0079343,-102.1177971,"","",1710 Cessna Drive,Midland,TX 79705,USA,TX,79705
752059895,"","","2200-5998 East County Road 72, Midland, TX 79705, USA",32.03259479,-102.0536743,"","",2200-5998 East County Road 72,Midland,TX 79705,USA,TX,79705
752059896,yes,1,"Cumberland Drive, Midland, TX 79705, USA",32.02019745,-102.0924119,"","",Cumberland Drive,Midland,TX 79705,USA,TX,79705
752059897,"","","West Side Highway, Sacramento, CA 95822, USA",38.52908013,-121.518624,"","",West Side Highway,Sacramento,CA 95822,USA,CA,95822
752059898,yes,1,"3411 23rd Street, Sacramento, CA 95818, USA",38.54423132,-121.4873222,"","",3411 23rd Street,Sacramento,CA 95818,USA,CA,95818
752059899,yes,1,"1136 Theo Way, Sacramento, CA 95822, USA",38.53300622,-121.5139868,"","",1136 Theo Way,Sacramento,CA 95822,USA,CA,95822
752059900,"","","2901-3115 Bevan Road, West Sacramento, CA 95691, USA",38.52349442,-121.5587478,"","",2901-3115 Bevan Road,West Sacramento,CA 95691,USA,CA,95691
752059901,yes,1,"6 Baldwin Street, Farmingdale, NY 11735, USA",40.72768381,-73.43311379,"","",6 Baldwin Street,Farmingdale,NY 11735,USA,NY,11735
752059902,yes,1,"138 East Carmans Road, Farmingdale, NY 11735, USA",40.72780642,-73.43004487,"","",138 East Carmans Road,Farmingdale,NY 11735,USA,NY,11735
752059903,yes,1,"504 Staples Street, Farmingdale, NY 11735, USA",40.72263825,-73.4403193,"","",504 Staples Street,Farmingdale,NY 11735,USA,NY,11735
752059904,"","","9466-9586 Butts Road, Fort Carson, CO 80913, USA",38.71390068,-104.7781066,"","",9466-9586 Butts Road,Fort Carson,CO 80913,USA,CO,80913
752059905,"","","Tank Road, Fort Carson, CO 80913, USA",38.72768127,-104.7504013,"","",Tank Road,Fort Carson,CO 80913,USA,CO,80913
752059906,yes,1,"Wright-Patterson Air Force Base, 6931 Chapel Lane, Riverside, OH 45431, USA",39.76638445,-84.11283468,"","",Wright-Patterson Air Force Base,6931 Chapel Lane,Riverside,OH 45431,Riverside,""
752059907,"","","4110 Colonel Glenn Highway, Dayton, OH 45432, USA",39.77429111,-84.08391077,"","",4110 Colonel Glenn Highway,Dayton,OH 45432,USA,OH,45432
752059908,no,1,"622 Varsity Road, South Orange, NJ 07079, USA",40.74144294,-74.24261792,"","",622 Varsity Road,South Orange,NJ 07079,USA,NJ,07079
752059909,yes,1,"36 South 20th Street, East Orange, NJ 07018, USA",40.75021378,-74.20553689,"","",36 South 20th Street,East Orange,NJ 07018,USA,NJ,07018
752059910,yes,1,"95 Oakland Terrace, Newark, NJ 07106, USA",40.74221644,-74.23667523,"","",95 Oakland Terrace,Newark,NJ 07106,USA,NJ,07106
752059911,"","","161 Elmwood Avenue, East Orange, NJ 07018, USA",40.75333658,-74.22171775,"","",161 Elmwood Avenue,East Orange,NJ 07018,USA,NJ,07018
752059912,"","","1201-1299 State Route 2021, Jenkintown, PA 19046, USA",40.09270545,-75.12078078,"","",1201-1299 State Route 2021,Jenkintown,PA 19046,USA,PA,19046
752059913,yes,1,"663-681 Washington Lane, Jenkintown, PA 19046, USA",40.09608755,-75.12195068,"","",663-681 Washington Lane,Jenkintown,PA 19046,USA,PA,19046
752059914,yes,1,"228 Ardmore Drive, Ferndale, MI 48220, USA",42.45818627,-83.13037618,"","",228 Ardmore Drive,Ferndale,MI 48220,USA,MI,48220
752059915,"","","730 East 9 Mile Road, Ferndale, MI 48220, USA",42.46039943,-83.12332263,"","",730 East 9 Mile Road,Ferndale,MI 48220,USA,MI,48220
752059916,yes,1,"563 East Passaic Avenue, Bloomfield, NJ 07003, USA",40.82939898,-74.17339542,"","",563 East Passaic Avenue,Bloomfield,NJ 07003,USA,NJ,07003
752059917,yes,1,"75 Garrabrant Avenue, Bloomfield, NJ 07003, USA",40.83741661,-74.17289311,"","",75 Garrabrant Avenue,Bloomfield,NJ 07003,USA,NJ,07003
752059918,"","","5275 West 49th Street, Parma, OH 44134, USA",41.41665243,-81.71915378,"","",5275 West 49th Street,Parma,OH 44134,USA,OH,44134
752059919,"","","5712 Brookpark Road, Cleveland, OH 44129, USA",41.41977659,-81.72408896,"","",5712 Brookpark Road,Cleveland,OH 44129,USA,OH,44129
752059920,yes,1,"76-112 Central Avenue, Bergenfield, NJ 07621, USA",40.93329194,-73.99944518,"","",76-112 Central Avenue,Bergenfield,NJ 07621,USA,NJ,07621
752059921,"","","111 North Prospect Avenue, Bergenfield, NJ 07621, USA",40.93185894,-74.00325535,"","",111 North Prospect Avenue,Bergenfield,NJ 07621,USA,NJ,07621
752059922,"","","Glenn Anderson Freeway, Hawthorne, CA 90250, USA",33.92529148,-118.3207024,"","",Glenn Anderson Freeway,Hawthorne,CA 90250,USA,CA,90250
752059923,"","","14655 Dexter Avenue, Detroit, MI 48238, USA",42.39656648,-83.13593987,"","",14655 Dexter Avenue,Detroit,MI 48238,USA,MI,48238
752059924,yes,1,"15091 Muirland Street, Detroit, MI 48238, USA",42.40203788,-83.13340477,"","",15091 Muirland Street,Detroit,MI 48238,USA,MI,48238
752059925,yes,1,"6400 Rosalie Court, Metairie, LA 70003, USA",29.99671394,-90.20634743,"","",6400 Rosalie Court,Metairie,LA 70003,USA,LA,70003
752059926,yes,1,"5621-5713 Boutall Street, Metairie, LA 70003, USA",29.99571122,-90.19959861,"","",5621-5713 Boutall Street,Metairie,LA 70003,USA,LA,70003
752059927,yes,1,"5426 South Winchester Avenue, Chicago, IL 60609, USA",41.79490864,-87.67344511,"","",5426 South Winchester Avenue,Chicago,IL 60609,USA,IL,60609
752059928,yes,1,"2100 West Garfield Boulevard, Chicago, IL 60609, USA",41.79415194,-87.67691432,"","",2100 West Garfield Boulevard,Chicago,IL 60609,USA,IL,60609
752059929,yes,1,"14615 Burbank Boulevard, Van Nuys, CA 91411, USA",34.17243174,-118.45146,"","",14615 Burbank Boulevard,Van Nuys,CA 91411,USA,CA,91411
752059930,yes,1,"5800-5820 Calhoun Avenue, Sherman Oaks, CA 91401, USA",34.17640862,-118.4421414,"","",5800-5820 Calhoun Avenue,Sherman Oaks,CA 91401,USA,CA,91401
752059931,yes,1,"5915 Alcove Avenue, North Hollywood, CA 91607, USA",34.1779889,-118.4129443,"","",5915 Alcove Avenue,North Hollywood,CA 91607,USA,CA,91607
752059932,"","","Ventura Freeway, Encino, CA 91436, USA",34.16509489,-118.4901787,"","",Ventura Freeway,Encino,CA 91436,USA,CA,91436
752059933,no,1,"5339 Lennox Avenue, Sherman Oaks, CA 91401, USA",34.16778398,-118.4457497,"","",5339 Lennox Avenue,Sherman Oaks,CA 91401,USA,CA,91401
752059934,"","","410-498 Coral Way, Coral Gables, FL 33134, USA",25.74945095,-80.26411872,"","",410-498 Coral Way,Coral Gables,FL 33134,USA,FL,33134
752059935,yes,1,"2511 Southwest 10th Street, Miami, FL 33135, USA",25.76382141,-80.23707463,"","",2511 Southwest 10th Street,Miami,FL 33135,USA,FL,33135
752059936,yes,1,"1001-1009 Asturia Avenue, Coral Gables, FL 33134, USA",25.75068422,-80.27517196,"","",1001-1009 Asturia Avenue,Coral Gables,FL 33134,USA,FL,33134
752059937,"","","3260 Southwest 8th Street, Miami, FL 33135, USA",25.76074694,-80.24861361,"","",3260 Southwest 8th Street,Miami,FL 33135,USA,FL,33135
752059938,no,1,"2115 West 74th Terrace, Prairie Village, KS 66208, USA",38.99380657,-94.61023926,"","",2115 West 74th Terrace,Prairie Village,KS 66208,USA,KS,66208
752059939,yes,1,"5301 West 81st Street, Prairie Village, KS 66208, USA",38.98181219,-94.64689715,"","",5301 West 81st Street,Prairie Village,KS 66208,USA,KS,66208
752059940,yes,1,"6609 West 80th Street, Overland Park, KS 66204, USA",38.98372894,-94.66239317,"","",6609 West 80th Street,Overland Park,KS 66204,USA,KS,66204
752059941,yes,1,"7040 Edgevale Road, Kansas City, MO 64113, USA",39.00089829,-94.59708682,"","",7040 Edgevale Road,Kansas City,MO 64113,USA,MO,64113
752059942,yes,1,"39 South Syracuse Drive, Cherry Hill, NJ 08034, USA",39.92869129,-74.98998129,"","",39 South Syracuse Drive,Cherry Hill,NJ 08034,USA,NJ,08034
752059943,yes,1,"84-246 Cooper Landing Road, Cherry Hill, NJ 08002, USA",39.91882357,-75.02039274,"","",84-246 Cooper Landing Road,Cherry Hill,NJ 08002,USA,NJ,08002
752059944,yes,1,"414 King George Road, Cherry Hill, NJ 08034, USA",39.92648289,-74.98384199,"","",414 King George Road,Cherry Hill,NJ 08034,USA,NJ,08034
752059945,yes,1,"Hale Drive, Cherry Hill, NJ 08002, USA",39.92201261,-75.00645717,"","",Hale Drive,Cherry Hill,NJ 08002,USA,NJ,08002
752059946,yes,1,"200 Kingsley Road, Cherry Hill, NJ 08034, USA",39.92480598,-74.992888,"","",200 Kingsley Road,Cherry Hill,NJ 08034,USA,NJ,08034
752059947,"","","Sj�_l��r Boulevard 77, 2500 Valby, Denmark",55.65288742,12.52659595,"","",Sj�_l��r Boulevard 77,2500 Valby,Denmark,"",Denmark,""
752059948,yes,1,"5408 23rd Place, Cicero, IL 60804, USA",41.84859994,-87.75955732,"","",5408 23rd Place,Cicero,IL 60804,USA,IL,60804
752059949,"","","4701 West Cermak Road, Cicero, IL 60804, USA",41.84917119,-87.74072462,"","",4701 West Cermak Road,Cicero,IL 60804,USA,IL,60804
752059950,yes,1,"2324 South 59th Court, Cicero, IL 60804, USA",41.84800721,-87.77276578,"","",2324 South 59th Court,Cicero,IL 60804,USA,IL,60804
752059951,yes,1,"5118 West 25th Street, Cicero, IL 60804, USA",41.84594152,-87.75242834,"","",5118 West 25th Street,Cicero,IL 60804,USA,IL,60804
752059952,"","","6530 Windsor Avenue, Berwyn, IL 60402, USA",41.83693742,-87.78572297,"","",6530 Windsor Avenue,Berwyn,IL 60402,USA,IL,60402
752059953,"","","108 Mayo Avenue, Walnut, CA 91789, USA",34.01677618,-117.8375288,"","",108 Mayo Avenue,Walnut,CA 91789,USA,CA,91789
752059954,"","","20778-20798 Valley Boulevard, Walnut, CA 91789, USA",34.01561422,-117.8497828,"","",20778-20798 Valley Boulevard,Walnut,CA 91789,USA,CA,91789
752059955,"","","216 North Palo Cedro Drive, Diamond Bar, CA 91765, USA",34.02426893,-117.8194358,"","",216 North Palo Cedro Drive,Diamond Bar,CA 91765,USA,CA,91765
752059956,"","","21483 Ferrero Parkway, City of Industry, CA 91789, USA",34.01907849,-117.8339973,"","",21483 Ferrero Parkway,City of Industry,CA 91789,USA,CA,91789
752059957,no,1,"5835 Helenwood Drive, Dayton, OH 45431, USA",39.75686288,-84.10327593,"","",5835 Helenwood Drive,Dayton,OH 45431,USA,OH,45431
752059958,yes,1,"1615 Pershing Boulevard, Dayton, OH 45410, USA",39.74450996,-84.14596179,"","",1615 Pershing Boulevard,Dayton,OH 45410,USA,OH,45410
752059959,"Not sure, mixed",1,"2461 Spicer Drive, Dayton, OH 45431, USA",39.76230534,-84.07104371,"","",2461 Spicer Drive,Dayton,OH 45431,USA,OH,45431
752059960,"","","1401-1487 Business Center Court, Dayton, OH 45410, USA",39.74705212,-84.12935779,"","",1401-1487 Business Center Court,Dayton,OH 45410,USA,OH,45410
752059961,yes,1,"3597-3603 Parliament Court, Beavercreek, OH 45431, USA",39.76659922,-84.06594873,"","",3597-3603 Parliament Court,Beavercreek,OH 45431,USA,OH,45431
752059962,"","","926 Stewart Avenue, Calumet City, IL 60409, USA",41.62609613,-87.54797373,"","",926 Stewart Avenue,Calumet City,IL 60409,USA,IL,60409
752059963,yes,1,"4142 South Grover Avenue, Hammond, IN 46327, USA",41.63789859,-87.52147867,"","",4142 South Grover Avenue,Hammond,IN 46327,USA,IN,46327
752059964,yes,1,"500-524 Clyde Avenue, Calumet City, IL 60409, USA",41.62132867,-87.57113861,"","",500-524 Clyde Avenue,Calumet City,IL 60409,USA,IL,60409
752059965,"","","4406 Hohman Avenue, Hammond, IN 46327, USA",41.63384095,-87.5175874,"","",4406 Hohman Avenue,Hammond,IN 46327,USA,IN,46327
752059966,"","","15213 Stoney Island Avenue, Dolton, IL 60419, USA",41.61838987,-87.57771097,"","",15213 Stoney Island Avenue,Dolton,IL 60419,USA,IL,60419
752059967,yes,1,"2373 John R Road, Troy, MI 48083, USA",42.55678467,-83.10846773,"","",2373 John R Road,Troy,MI 48083,USA,MI,48083
752059968,"","","1450 Rochester Road, Troy, MI 48083, USA",42.54767857,-83.131515,"","",1450 Rochester Road,Troy,MI 48083,USA,MI,48083
752059969,yes,1,"2989 Belcher Drive, Sterling Heights, MI 48310, USA",42.56804359,-83.07795124,"","",2989 Belcher Drive,Sterling Heights,MI 48310,USA,MI,48310
752059970,yes,1,"36040 Dequindre Road, Sterling Heights, MI 48310, USA",42.55641586,-83.08773557,"","",36040 Dequindre Road,Sterling Heights,MI 48310,USA,MI,48310
752059971,"","","408 Oliver Drive, Troy, MI 48084, USA",42.55457912,-83.15364663,"","",408 Oliver Drive,Troy,MI 48084,USA,MI,48084
752059972,yes,1,"3440 Guernsey Avenue, Memphis, TN 38122, USA",35.15867991,-89.9458394,"","",3440 Guernsey Avenue,Memphis,TN 38122,USA,TN,38122
752059973,yes,1,"3653 Rhea Avenue, Memphis, TN 38122, USA",35.1592544,-89.9388325,"","",3653 Rhea Avenue,Memphis,TN 38122,USA,TN,38122
752059974,"","","Foothill Freeway, Pasadena, CA 91106, USA",34.15249974,-118.1196865,"","",Foothill Freeway,Pasadena,CA 91106,USA,CA,91106
752059975,"","","1234 East Walnut Street, Pasadena, CA 91106, USA",34.14940062,-118.1250683,"","",1234 East Walnut Street,Pasadena,CA 91106,USA,CA,91106
752059976,yes,1,"5250 East Cornell Avenue, Denver, CO 80222, USA",39.66428131,-104.9265659,"","",5250 East Cornell Avenue,Denver,CO 80222,USA,CO,80222
752059977,yes,1,"2812 South Grape Way, Denver, CO 80222, USA",39.66666957,-104.9265442,"","",2812 South Grape Way,Denver,CO 80222,USA,CO,80222
752059978,no,1,"3405 24th Avenue, Sacramento, CA 95820, USA",38.53118228,-121.4702265,"","",3405 24th Avenue,Sacramento,CA 95820,USA,CA,95820
752059979,yes,1,"4345-4399 36th Street, Sacramento, CA 95820, USA",38.53548084,-121.4681654,"","",4345-4399 36th Street,Sacramento,CA 95820,USA,CA,95820
752059980,yes,1,"5105 North Overhill Avenue, Norridge, IL 60706, USA",41.97219664,-87.81916098,"","",5105 North Overhill Avenue,Norridge,IL 60706,USA,IL,60706
752059981,"","","7102-7198 West Foster Avenue, Chicago, IL 60656, USA",41.9755005,-87.80683548,"","",7102-7198 West Foster Avenue,Chicago,IL 60656,USA,IL,60656
752059982,yes,1,"4605 Hirschberg Court, Schiller Park, IL 60176, USA",41.96182228,-87.87366967,"","",4605 Hirschberg Court,Schiller Park,IL 60176,USA,IL,60176
752059983,yes,1,"5013 North Rutherford Avenue, Chicago, IL 60656, USA",41.97248134,-87.79483665,"","",5013 North Rutherford Avenue,Chicago,IL 60656,USA,IL,60656
752059984,"","","9464-9474 Garland Road, Dallas, TX 75218, USA",32.83316998,-96.70281912,"","",9464-9474 Garland Road,Dallas,TX 75218,USA,TX,75218
752059985,"","","884 White Rock Lake Trail, Dallas, TX 75218, USA",32.82886449,-96.71631345,"","",884 White Rock Lake Trail,Dallas,TX 75218,USA,TX,75218
752059986,"","","White Rock Lake Trail, Dallas, TX 75218, USA",32.82339049,-96.71881639,"","",White Rock Lake Trail,Dallas,TX 75218,USA,TX,75218
752059987,"","","10030 Cayuga Drive, Dallas, TX 75228, USA",32.83313458,-96.68890816,"","",10030 Cayuga Drive,Dallas,TX 75228,USA,TX,75228
752059988,"","","11821 South Western Avenue, Chicago, IL 60643, USA",41.67862268,-87.68024645,"","",11821 South Western Avenue,Chicago,IL 60643,USA,IL,60643
752059989,yes,1,"11607 South Church Street, Chicago, IL 60643, USA",41.68263118,-87.66983852,"","",11607 South Church Street,Chicago,IL 60643,USA,IL,60643
752059990,yes,1,"613 West 115th Street, Chicago, IL 60628, USA",41.68482821,-87.63786862,"","",613 West 115th Street,Chicago,IL 60628,USA,IL,60628
752059991,"","","12000 South Kedzie Avenue, Alsip, IL 60803, USA",41.67422912,-87.69855599,"","",12000 South Kedzie Avenue,Alsip,IL 60803,USA,IL,60803
752059992,yes,1,"11947 Greenwood Avenue, Blue Island, IL 60406, USA",41.67589613,-87.68275456,"","",11947 Greenwood Avenue,Blue Island,IL 60406,USA,IL,60406
752059993,yes,1,"1215 Iliff Avenue, Cincinnati, OH 45205, USA",39.11487257,-84.58044745,"","",1215 Iliff Avenue,Cincinnati,OH 45205,USA,OH,45205
752059994,yes,1,"661 Lullaby Court, Cincinnati, OH 45238, USA",39.10557536,-84.61232698,"","",661 Lullaby Court,Cincinnati,OH 45238,USA,OH,45238
752059995,"","","131-299 Royce Road, Bolingbrook, IL 60440, USA",41.71910994,-88.07407128,"","",131-299 Royce Road,Bolingbrook,IL 60440,USA,IL,60440
752059996,"","","285 North Weber Road, Bolingbrook, IL 60490, USA",41.70394698,-88.12622654,"","",285 North Weber Road,Bolingbrook,IL 60490,USA,IL,60490
752059997,"","","150 West Boughton Road, Bolingbrook, IL 60440, USA",41.71059289,-88.07176933,"","",150 West Boughton Road,Bolingbrook,IL 60440,USA,IL,60440
752059998,yes,1,"14 Lindsey Court East, Bolingbrook, IL 60440, USA",41.70485144,-88.10737811,"","",14 Lindsey Court East,Bolingbrook,IL 60440,USA,IL,60440
752059999,yes,1,"559 Argyle Avenue, City of Orange, NJ 07050, USA",40.75893422,-74.25148154,"","",559 Argyle Avenue,City of Orange,NJ 07050,USA,NJ,07050
752060000,"","","137-185 County Road 649, Short Hills, NJ 07078, USA",40.74456571,-74.34507154,"","",137-185 County Road 649,Short Hills,NJ 07078,USA,NJ,07078
752060001,yes,1,"469 Melrose Place, South Orange, NJ 07079, USA",40.75918783,-74.26192322,"","",469 Melrose Place,South Orange,NJ 07079,USA,NJ,07079
752060002,no,1,"700 Cambrian Drive, Campbell, CA 95008, USA",37.27535782,-121.9368062,"","",700 Cambrian Drive,Campbell,CA 95008,USA,CA,95008
752060003,yes,1,"1979 Kobara Lane, San Jose, CA 95124, USA",37.27191892,-121.9296173,"","",1979 Kobara Lane,San Jose,CA 95124,USA,CA,95124
752060004,yes,1,"1226 Magnolia Avenue, San Jose, CA 95126, USA",37.33251493,-121.9169674,"","",1226 Magnolia Avenue,San Jose,CA 95126,USA,CA,95126
752060005,"","","1297 Emory Street, San Jose, CA 95126, USA",37.33664997,-121.9241141,"","",1297 Emory Street,San Jose,CA 95126,USA,CA,95126
752060006,"","","644 Stockton Avenue, San Jose, CA 95126, USA",37.34002525,-121.9117889,"","",644 Stockton Avenue,San Jose,CA 95126,USA,CA,95126
752060007,yes,1,"10 Boston Avenue, San Jose, CA 95128, USA",37.32401382,-121.9276936,"","",10 Boston Avenue,San Jose,CA 95128,USA,CA,95128
752060008,yes,1,"221 North 13th Street, San Jose, CA 95112, USA",37.34526176,-121.8807793,"","",221 North 13th Street,San Jose,CA 95112,USA,CA,95112
752060009,"","","6014 West Sitka Street, Tampa, FL 33634, USA",28.02128458,-82.54766521,"","",6014 West Sitka Street,Tampa,FL 33634,USA,FL,33634
752060010,"","","Veterans Expressway, Tampa, FL 33634, USA",28.01785382,-82.54515216,"","",Veterans Expressway,Tampa,FL 33634,USA,FL,33634
752060011,yes,1,"969 West Morgan Avenue, Milwaukee, WI 53221, USA",42.98079311,-87.9247137,"","",969 West Morgan Avenue,Milwaukee,WI 53221,USA,WI,53221
752060012,yes,1,"3360 South 7th Street, Milwaukee, WI 53215, USA",42.98336435,-87.92005972,"","",3360 South 7th Street,Milwaukee,WI 53215,USA,WI,53215
752060013,yes,1,"4232 East 71st Street, Cleveland, OH 44105, USA",41.44354191,-81.63909092,"","",4232 East 71st Street,Cleveland,OH 44105,USA,OH,44105
752060014,yes,1,"7206 Park Avenue, Cleveland, OH 44105, USA",41.44566555,-81.63731575,"","",7206 Park Avenue,Cleveland,OH 44105,USA,OH,44105
752060015,yes,1,"11406 Jersey Drive, Thornton, CO 80233, USA",39.90421129,-104.9194655,"","",11406 Jersey Drive,Thornton,CO 80233,USA,CO,80233
752060016,yes,1,"11600 Leyden Street, Thornton, CO 80233, USA",39.90530883,-104.9140783,"","",11600 Leyden Street,Thornton,CO 80233,USA,CO,80233
752060017,yes,1,"18708 Goulburn Avenue, Detroit, MI 48205, USA",42.43268599,-82.99312835,"","",18708 Goulburn Avenue,Detroit,MI 48205,USA,MI,48205
752060018,yes,1,"18503 Pelkey Street, Detroit, MI 48205, USA",42.43094621,-82.98642576,"","",18503 Pelkey Street,Detroit,MI 48205,USA,MI,48205
752060019,yes,1,"12421-12499 Colorado Boulevard, Thornton, CO 80241, USA",39.92218173,-104.9402832,"","",12421-12499 Colorado Boulevard,Thornton,CO 80241,USA,CO,80241
752060020,yes,1,"12807-12813 Cook Circle, Thornton, CO 80241, USA",39.92892693,-104.9486086,"","",12807-12813 Cook Circle,Thornton,CO 80241,USA,CO,80241
752060021,yes,1,"7983-8005 California Avenue, Riverside, CA 92504, USA",33.94242047,-117.4238382,"","",7983-8005 California Avenue,Riverside,CA 92504,USA,CA,92504
752060022,no,1,"4235 Saint Paul Place, Riverside, CA 92504, USA",33.94248153,-117.4254867,"","",4235 Saint Paul Place,Riverside,CA 92504,USA,CA,92504
752060023,yes,1,"8201-8569 Huntington Road, Huntington Woods, MI 48070, USA",42.47934149,-83.15815359,"","",8201-8569 Huntington Road,Huntington Woods,MI 48070,USA,MI,48070
752060024,"","","26080 Woodward Avenue, Royal Oak, MI 48067, USA",42.48376189,-83.15279266,"","",26080 Woodward Avenue,Royal Oak,MI 48067,USA,MI,48067
752060025,yes,1,"151-215 South Cottage Hill Avenue, Elmhurst, IL 60126, USA",41.89620056,-87.94239747,"","",151-215 South Cottage Hill Avenue,Elmhurst,IL 60126,USA,IL,60126
752060026,"","","601-649 Saint Charles Road, Villa Park, IL 60181, USA",41.89019141,-87.96440623,"","",601-649 Saint Charles Road,Villa Park,IL 60181,USA,IL,60181
752060027,"","","310 South Westmore-Meyers Road, Lombard, IL 60148, USA",41.88189123,-87.99399699,"","",310 South Westmore-Meyers Road,Lombard,IL 60148,USA,IL,60148
752060028,yes,1,"18 South Euclid Avenue, Villa Park, IL 60181, USA",41.88919752,-87.97282587,"","",18 South Euclid Avenue,Villa Park,IL 60181,USA,IL,60181
752060029,yes,1,"240-246 Fair Avenue, Elmhurst, IL 60126, USA",41.89236386,-87.92543481,"","",240-246 Fair Avenue,Elmhurst,IL 60126,USA,IL,60126
